projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
5c7da85246011ac673c394da73d7750b,fb240032952f924b3fda4eab8fc35349,d2fe9cc2485cc112517ecf49a10ca93c,80336000329,39.772164,-105.023562,Denver,CO,80211,urban,Denver Public School Dist 1,Denver,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Environmental Science,Math & Science,Technology,highest poverty,Grades 3-5,30,622.81,732.72,20,f,f,5/10/2014
49c05ac1602a58e0068a810af9877db4,332fdefbb18c17df5ed514eb2b24ff0e,2875ff723cc137f56d70b693470e8041,62271010877,34.091122,-118.319213,Los Angeles,CA,90038,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,ESL,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,30,438.78,516.21,40,f,f,5/10/2014
2c3739a67c1fbb08af9c2c4de5684803,3effc20a7c07f5f21ff624faa5523d94,6917bd7428f696062f284d63aa6e3500,2.92358E+11,38.637418,-90.481039,Creve Coeur,MO,63141,suburban,Parkway School District,St Louis,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,low poverty,Grades PreK-2,30,169.04,198.87,25,f,f,5/10/2014
fe9c812599c71f7c6b8c2e886c4ba2be,b5b72a5fb6f17be9526e0522a79c50ac,de83893fe74aaa9a6e291488185d47a7,5.30396E+11,47.385975,-122.208748,Kent,WA,98031,urban,Kent School Dist 415,King,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Health & Life Science,Math & Science,Supplies,highest poverty,Grades PreK-2,30,330.68,389.04,23,f,f,5/10/2014
d40566d2896abc6fd9a7bfb09d9647c5,95d6e45ebb86c02f81fe2da60b6017bc,56a1f7a03d7b1b2275f4c3479ecafa9b,5.51305E+11,44.843414,-92.636116,River Falls,WI,54022,,River Falls School District,Pierce,f,f,f,f,f,f,Ms.,f,f,Other,Applied Learning,,,Technology,moderate poverty,Grades 3-5,30,1223.6,1439.53,75,f,f,5/10/2014
fd0516647fca2e7c8fafda116f9b4a8f,49ebcc90d7a347c6fd386391abc8a4ed,4aea2f8a26ee09d814af53a824dbe993,3.20006E+11,36.011445,-115.216842,Las Vegas,NV,89141,rural,Clark Co School District,Clark,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,Economics,History & Civics,Supplies,high poverty,Grades 3-5,30,902.48,1061.74,89,f,f,5/10/2014
8825101b7b46db418f0d00f6fa1dcb77,b8668fcb09823249c2508eb41075f151,18d4b62f7e7fd6cf8d88657f5badab02,1.2015E+11,26.629803,-80.115769,Greenacres,FL,33463,suburban,Palm Beach Co School District,Palm Beach,f,t,f,f,f,f,Mr.,f,f,Performing Arts,Music & The Arts,Music,Music & The Arts,Other,highest poverty,Grades 9-12,30,919.77,1082.08,128,f,f,5/10/2014
6d370942359a144acd214df6f3b7fceb,800e10f454ff46f11b4a18002e32cf16,fc9af5601add7eaafe359fc48f0de967,3.70483E+11,36.229189,-81.660218,Boone,NC,28607,rural,Watauga Co School District,Watauga,f,f,f,f,f,f,Mr.,f,f,History & Geography,History & Civics,Social Sciences,History & Civics,Books,high poverty,Grades 9-12,30,411.68,484.33,60,f,f,5/10/2014
7905ea134ed6ab556c73e4c12ea24034,5acef86dfca4bf797b9017c24332caae,1c0c0f28a3795409a9260e667d39c6c2,5.10192E+11,36.716355,-80.05275,Bassett,VA,24055,rural,Henry Co School District,Henry,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Health & Life Science,Math & Science,Supplies,highest poverty,Grades PreK-2,30,337.98,397.62,20,t,f,5/10/2014
8ff76692a142fbd3d81fdabb457ce56a,11eb4bce6309b22af7488825e48555f6,153813de18bbf319b447c2e9a8740943,3.40072E+11,40.911132,-74.177487,Paterson,NJ,7501,suburban,New Jersey Dept of Education,Passaic,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,high poverty,Grades PreK-2,30,1874.19,2204.93,26,f,f,5/10/2014
8ed0157099907d0cb0aff1b12b4888f0,ffc94fb2fe71112a8041ade5ca233b62,bcf44ac9d80a92263095ecaabc58e978,1.80477E+11,39.775349,-86.121971,Indianapolis,IN,46201,urban,Indianapolis Public Sch Dist,Marion,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30,591.29,695.64,24,f,f,5/10/2014
7deab7e15cd8503802b7b4d24c1acae3,b9a405e267080b95c658a166e3076890,e6e39475d177402f69398d74f8303315,,37.755239,-122.408592,San Francisco,CA,94110,urban,San Francisco Unified Sch Dist,San Francisco,f,f,f,f,f,f,Ms.,f,f,College & Career Prep,Applied Learning,Foreign Languages,Literacy & Language,Books,high poverty,Grades 9-12,30,211.79,249.16,130,f,f,5/10/2014
310e30c318ef9028ad3ca95a7a95d5ea,2bdbbed48e9e4a8203d7ac41e1cf066e,199bf5f9a56c5ca1347a7bcb876f5c82,1.30029E+11,33.998464,-83.701765,Winder,GA,30680,rural,Barrow Co School District,Barrow,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Other,Applied Learning,Supplies,highest poverty,Grades PreK-2,30,212.39,249.87,18,f,f,5/10/2014
8fb05cd163ad60f76731359fbebda5a7,ddae695edfeb26b363326f609aa4330f,ce6263f1d9339745b0d84d868a29cada,4.81431E+11,32.359783,-97.408295,Cleburne,TX,76033,,Cleburne Ind School District,Johnson,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,30,476.14,560.16,39,f,f,5/10/2014
33353e804f3f58f5600f782248c263b7,ac42d16fcc137803c54e4cacc41dafc2,a35e12322d00061f3fb26b18a090744e,60639011597,35.283331,-119.047587,Bakersfield,CA,93313,urban,Panama-buena Vista Union SD,Kern,f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,30,339.05,398.88,110,f,f,5/10/2014
e8f250ec962cc5a8066bb849ea349b5c,e5b8e036c879656a84384bc9cd8bffd4,8544171fb7d3697755638c48ad8037ea,2.50702E+11,42.633152,-71.331662,Lowell,MA,1851,suburban,Lowell Public School District,Middlesex,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,668.25,786.18,23,f,f,5/10/2014
52c2bccb4431bbeddc903d75d1805819,f760e4d2630c1ee90baa499c8803424e,a9af25973d27132cee5027e58d5cfc6a,62271012439,34.059674,-118.244674,Los Angeles,CA,90012,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 9-12,30,578.82,680.96,40,f,f,5/10/2014
a525ee82d5820d6d674239e12100890f,162d78fdeddcbc3905e5a073c7659dde,4f12c3fa0c1cce823c7ba1df57e90ccb,3.60015E+11,40.641727,-73.965655,Brooklyn,NY,11226,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30,718.45,845.24,28,f,f,5/10/2014
d4f3233f31f71877efc3e14bd173e8e1,36447b05a832cbb4652c5064db2d2e48,a82655b2ff505f2313914f879fee6bbd,60639009327,35.329673,-119.034961,Bakersfield,CA,93304,urban,Panama-buena Vista Union SD,Kern,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 3-5,30,900.18,1059.04,90,t,f,5/10/2014
670275f47230ee8caffc41449a88121a,5e0ebbb19d041dbb1488ecd156a329c6,d510c00a7d934a8f85793106b39eb649,62637003956,37.965141,-122.040199,Concord,CA,94520,suburban,Mt Diablo Unified School Dist,Contra Costa,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30,430.3,506.24,25,f,f,5/10/2014
2fec657f79dcfca7f9e6e865ec65b51c,88bb7e4b253d65d178b1c422c33012a7,8b88943e5e84c43ee0f84d10a5d57b1e,3.60012E+11,40.758552,-73.82484,Flushing,NY,11355,urban,New York City Dept Of Ed,Queens,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades PreK-2,30,1385.02,1629.44,750,f,f,5/10/2014
4bbfd6fff9459921c3334581026a248b,c222b10ca8e6c1b61ca559bd89c589fe,bff4a065756dc963f1f3044c93455805,1.30174E+11,33.743629,-84.265846,Decatur,GA,30032,suburban,Dekalb Co School District,De Kalb,f,f,f,f,f,f,Mrs.,f,f,History & Geography,History & Civics,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,30,473.7,557.29,25,f,f,5/10/2014
0a329e9e4eb85bd3f2e781fd31bae9e1,89bb3acc095a83bdb23a4407928cd9cb,662db0cbcd9a133a5fbbc712bb220ad1,5.30066E+11,47.557457,-122.667798,Bremerton,WA,98312,urban,Bremerton School Dist 100-c,Kitsap,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,30,1858.28,2186.21,50,f,f,5/10/2014
767880928ef5ba9a11afa9f3bdd81639,d00007cfa0dccfd61819f3ddc9827960,54d9bfc34e577dad21dc58af313209e4,4.82703E+11,30.547514,-97.868701,Leander,TX,78641,suburban,Leander Ind School District,Williamson,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,30,151.56,178.31,21,f,f,5/10/2014
21cc7e71ad18b5aced354e615ce55244,b1bd21b6e5088f63b630036f1e356d08,59ff84ad8077998a8bc058551cfc4d5d,4.70303E+11,36.5934,-87.413864,Clarksville,TN,37042,urban,Clarksville-montgomery Co SD,Montgomery,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Other,highest poverty,Grades PreK-2,30,1571.23,1848.51,22,f,f,5/10/2014
3f71e9074e7e816b54bdc2a4102dbe69,bf80fa3fca11f4543165e94d6c601e20,f67b9d098f8afa4872c13f833bb7b480,62271009150,33.923894,-118.24613,Los Angeles,CA,90059,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Ms.,f,f,Foreign Languages,Literacy & Language,Performing Arts,Music & The Arts,Visitors,highest poverty,Grades 9-12,30,1043.98,1228.21,50,f,f,5/10/2014
7f9b37f3b89c24ea9ace326b3f8c0430,d067d6c6e239f1997ef898cd969b2686,a71a21f1e586aba176221d3288248f9f,,41.43786,-82.123983,Lorain,OH,44055,suburban,[County run],Lorain,t,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,30,494.82,582.14,17,f,f,5/10/2014
03b72ee833a9f009ee7357c22a7fe29d,610d3d84b10524f261815949757d28bc,9de7d54102d0e47c4441965f6d1f2d63,3.70348E+11,36.077386,-79.094613,Hillsborough,NC,27278,rural,Orange Co School District,Orange,f,f,f,f,f,f,Mrs.,f,f,Health & Wellness,Health & Sports,Special Needs,Special Needs,Technology,moderate poverty,Grades 3-5,30,604.39,711.05,200,f,f,5/10/2014
1528aca505fecb60d51431daf76a5a82,51ba049668ea0584556a319bbdd2b86b,1638c9ad74cae70aa7d0cdb16688d4d4,5.3024E+11,47.812527,-122.276466,Lynnwood,WA,98036,suburban,Edmonds School District 15,Snohomish,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Supplies,moderate poverty,Grades PreK-2,30,257.73,303.21,60,f,f,5/10/2014
3946e641ca335dfc1dd6d41d7d343cc5,7f76cfd0552d08c4bd71984ce9c4092c,d361cf335ec84e3fd64be56d0c6ccad0,4.50273E+11,33.950129,-81.107882,West Columbia,SC,29170,suburban,Lexington Co School District 2,Lexington,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,,,Supplies,high poverty,Grades 6-8,30,211.36,248.66,100,f,f,5/10/2014
9c57169081c75bfcbf164661d6f240a3,a431c15bb039b70b647341cfc44a8107,455479077cda4345e831210406979162,20018000116,61.198219,-149.738449,Anchorage,AK,99504,urban,Anchorage School District,Anchorage,f,f,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,Mathematics,Math & Science,Other,high poverty,Grades PreK-2,30,174.16,204.89,44,f,f,5/10/2014
3560c13af312c764b502c61645239d69,b8a5c6d55738446d52c1c2efc9c8fb46,fd3ad300c7307aa5a618c63b6c599492,60985001066,33.855688,-117.55051,Corona,CA,92881,suburban,Corona-norco Unif Sch Dist,Riverside,f,f,t,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,385.39,453.4,29,f,f,5/10/2014
e58daf20074305236e3907cf2839478d,ec04ee126b0e12b8fe039c2855371f87,6316c3d9cb73350b2a95c12cb8dc1b27,4.02025E+11,35.326623,-97.505367,Moore,OK,73160,suburban,Moore School District I-2,Cleveland,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Books,highest poverty,Grades 3-5,30,908.85,1069.24,78,f,f,5/10/2014
4fafbdf005c61c5cde96aba698162456,59d7d9f6a94fa8b7eb64afbc863c4c76,d1621e289f18a1c46838ee67655dc42c,1.20144E+11,28.512699,-81.162562,Orlando,FL,32828,suburban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Early Development,Applied Learning,Health & Wellness,Health & Sports,Supplies,moderate poverty,Grades PreK-2,30,347.7,409.06,18,f,f,5/10/2014
c96f5470f13d9ba4a8e3f14f08df93e4,5c036763f911d86e586f752def739650,b1c8acf086b98dd285d05f1a71a26cd4,4.84077E+11,30.33621,-96.530626,Somerville,TX,77879,rural,Somerville Ind School District,Burleson,f,f,f,f,f,f,Mrs.,f,f,Early Development,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,30,219.8,258.59,21,f,f,5/10/2014
1726df0f3bd5b21bdc9bd355d5858458,61372236125e12701fbf989266b31b59,197a49fc662eb3104f210af07c0e072c,61146001260,33.925793,-118.135056,Downey,CA,90242,suburban,Downey Unified School District,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Books,high poverty,Grades PreK-2,30,272.32,320.38,20,f,f,5/10/2014
3736e3e29243803db02cfe0df22edb43,368bd48dc2a92b81e51d78a70d5b39eb,f72f04cdd92a0ff985b62b21e674c969,,42.702237,-71.179519,Lawrence,MA,1841,,Lawrence School District,Essex,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades 3-5,30,1950.09,2294.22,40,f,f,5/10/2014
b6f0f0ea875538d4fb13d8dd61bd1f51,bc32532535311c6d707c6e7db7123597,f6d35982877eb4d5b0d9accbb4dc4e7d,1.10003E+11,38.922411,-77.028216,Washington,DC,20009,urban,Dc Public Schools,District Of Columbia,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 6-8,30,187.67,220.79,130,f,f,5/10/2014
269f4e9b1a1970d10cafe6f6761ab608,075e77c7e4944ed085ff865030708bec,1d60ac43ccc1f088ff149b63e6540a42,4.90036E+11,40.708828,-112.086494,Magna,UT,84044,suburban,Granite School District,Salt Lake,f,f,t,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Technology,high poverty,Grades PreK-2,30,504.74,593.81,25,f,f,5/10/2014
c4021ac8c0fb1132b4159f99837e0e8a,4ebc86a001f31fc9ee567a33b4b0c65c,f51262784198b0684f24054f3a17ee63,4.02025E+11,35.323464,-97.459378,Moore,OK,73160,suburban,Moore School District I-2,Cleveland,f,f,f,f,f,f,Mrs.,f,f,Music,Music & The Arts,,,Supplies,moderate poverty,Grades 3-5,30,2886.4,3395.76,800,f,f,5/10/2014
2b1fa555956c13d887907b657cc54850,1a1b77421a25e3fe97fb14de3b05b3ad,034d06b9242f3b3e9077670cebc96291,3.6001E+11,40.624836,-74.150597,Staten Island,NY,10303,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Other,highest poverty,Grades 3-5,30,363.94,428.16,63,f,f,5/10/2014
36433db909f824a041a2625609f86f6d,7fff358c64adcf31222d6f2b2c3b50f9,c2d5a11a40c925a4c19462fbcbde352a,1.71257E+11,41.804951,-88.011871,Downers Grove,IL,60515,suburban,Community High School Dist 99,Du Page,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,moderate poverty,Grades 9-12,30,841.59,990.11,100,f,f,5/10/2014
b597f267e8b27d05f1c438d596f095bd,def51edc18c764a9fa40bb72f22b3ee6,d2c91207fcb5f75542bbb396c64b8192,1.30255E+11,33.942108,-84.083214,Lawrenceville,GA,30044,suburban,Gwinnett Co Public School Dist,Gwinnett,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Other,Applied Learning,Other,highest poverty,Grades PreK-2,30,1604.95,1888.18,18,f,f,5/10/2014
d23bf06951dfad36860ec1bf1c812779,36f029dce0398c319d326607821aa190,8866f2217e6606b649a90d4d444a8e5a,62271003218,33.949169,-118.294365,Los Angeles,CA,90044,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,t,f,f,f,Ms.,f,f,Mathematics,Math & Science,Economics,History & Civics,Supplies,highest poverty,Grades 3-5,30,901.28,1060.33,25,f,f,5/10/2014
eb2ed8b60813d1ebbf3703994a138a90,5ce5f6392c693f939164a7de79f14a99,8cee3b5bca2916d7feccc95d46b8346e,3.62964E+11,42.994244,-77.415276,Victor,NY,14564,suburban,Victor Central School District,Ontario,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,30,291.12,342.49,30,f,f,5/10/2014
73ec9b5d5da8e277b0127c4e104ac8ad,4c25e41f972368674ca29255a9103ab6,515b7e4e3c7d20205ea6db4b925c9a73,1.70993E+11,41.921853,-87.681259,Chicago,IL,60647,urban,Chicago Psd-Area 52/53,Cook,t,f,f,t,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,589.07,693.02,28,f,f,5/10/2014
50b67cc238720347fe57ae9f776192c8,e0c30a3afa3eac711e6b23d27b3b8b8c,22861fbda855870e3df64a239fd27d8d,3.60015E+11,40.632837,-73.954607,Brooklyn,NY,11210,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Mrs.,f,f,Performing Arts,Music & The Arts,Music,Music & The Arts,Other,highest poverty,Grades 3-5,30,454.07,534.2,450,f,f,5/10/2014
ec0d25f5a3f3ffc7e854c22d4d7068f3,db6b130ea458e4592ff5756f31af1b2b,bacbef2c915e2fd0108d727ab49795f8,3.60008E+11,40.72369,-73.981613,New York,NY,10009,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,high poverty,Grades 6-8,30,451.12,530.73,140,f,f,5/10/2014
57e60ddcf1dce30c0f94e28d5decf999,3b2756915f287a2ac2b386a484c85e5c,8a988189d3c110438c9c7c29349362b6,3.20006E+11,36.272584,-115.239448,Las Vegas,NV,89130,urban,Clark Co School District,Clark,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,30,2274.27,2675.61,30,f,f,5/10/2014
9564aa767b67a21bcb20bfcd2d6a9693,e1c034866d8da639daafd9a31922a9bb,fe62cb20092b83fd3466c78ff5808a0a,2.9264E+11,36.81751,-89.82571,Essex,MO,63846,rural,Richland School District R1,Stoddard,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,30,1039.92,1223.44,40,f,f,5/10/2014
e2b73ba59373dd372e7c383c5c8ba150,139a43488afdc3f9779021121a23516b,5b02b2c8c04d0b6a3cd8512bd23a0869,1.30174E+11,33.706448,-84.283676,Decatur,GA,30034,suburban,Dekalb Co School District,De Kalb,f,f,t,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,30,751.53,884.15,100,f,f,5/10/2014
df96adcc04b1cc087c5a1b455afd8ef0,8a61ce12619e45b52c6e1898a8d88c2e,1074931aa4a079b146e1f5dcb38b3adf,63471005853,37.701814,-122.116858,San Leandro,CA,94578,,San Lorenzo Unified Sch Dist,Alameda,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,History & Geography,History & Civics,Books,highest poverty,Grades 3-5,30,391.17,460.2,90,f,f,5/10/2014
f37dc79a01bc5a3dfe4d9436a3eacfb0,f4c9ed095b85458dcf858e25f203af00,9310d3eb447a4e46bc5fc31ed007ceac,3.30261E+11,42.888244,-71.320224,Derry,NH,3038,suburban,School Administrative Unit 10,Rockingham,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Environmental Science,Math & Science,Technology,moderate poverty,Grades 6-8,30,485.74,571.46,260,f,f,5/10/2014
2a7988de48abfa697527e74dbe13f3d4,f5633ce323f4738a0c83ae06e3908019,97cf2a82451f89be6c0bd1e0d21ac33d,1.30129E+11,33.790884,-84.562887,Mableton,GA,30126,suburban,Cobb Co School District,Cobb,f,f,f,f,f,f,Mrs.,f,f,ESL,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,30,1311.33,1542.74,36,f,f,5/10/2014
23a24c08c6b647c7099abc566af82dbc,44fa9de6bc9ecd72f14950fa904d9e44,d44e459d500c465400cd311f4c4284b3,3.40459E+11,40.652845,-74.198524,Elizabeth,NJ,7206,suburban,Elizabeth School District,Union,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,30,414.62,487.79,25,f,f,5/10/2014
902cca34dadaf2e9531cba8a390744d4,7ef6a329963d92bfaaf7e397d77a26d1,d8d074934f0ba69ede2ebb7d12f77288,1.20039E+11,25.861293,-80.227423,Miami,FL,33147,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,f,f,f,f,Ms.,f,f,Foreign Languages,Literacy & Language,,,Technology,highest poverty,Grades 9-12,30,409.79,482.11,180,f,f,5/10/2014
e56fde4f6a5d729cf95809327ddac7ae,915d250751a0ec4315512d1d813ef72b,1c2e670f2f5213d381f7ce609acb9f5a,62241002681,34.635368,-120.447929,Lompoc,CA,93436,suburban,Lompoc Unified School Dist,Santa Barbara,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,30,351.01,412.95,24,f,f,5/10/2014
4d290aa207d90f0ab7084bed3b9405cc,777f926576ec5c4df8d6551142b55e3a,2a4f6c33fc6362583f1a00e4736aef6d,2.50231E+11,41.66217,-70.389088,Marstons Mls,MA,2648,urban,Barnstable Public Sch District,Barnstable,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,,,Books,moderate poverty,Grades 3-5,30,424.33,499.21,130,f,f,5/10/2014
d1484b16d58639f18476270201735ddc,a5bf1acafa166dbcf7f6e668e0a20832,ac6668b24945ea1b7d9d6492f1bbc72f,5.30897E+11,46.382423,-120.302684,Toppenish,WA,98948,,Toppenish School District 202,Yakima,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30,192.62,226.61,23,f,f,5/10/2014
9f20371a6dcecd02b1903b988ecdccdd,b8a5c6d55738446d52c1c2efc9c8fb46,fd3ad300c7307aa5a618c63b6c599492,60985001066,33.855688,-117.55051,Corona,CA,92881,suburban,Corona-norco Unif Sch Dist,Riverside,f,f,t,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,1946.86,2290.42,29,f,f,5/10/2014
700ee0d08de6f1f9999367eeda9824fb,b7850aa38786ef1e0f9f6033c1ca4a7c,0c9c648fe4d80369c9545b79fdd7656c,1.30042E+11,32.815777,-83.750038,Macon,GA,31206,urban,Bibb Co School District,Bibb,f,t,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 9-12,30,452.44,532.28,60,f,f,5/10/2014
60728d2a5e709a8ca7f8f6cd6c04f365,95888cd12c084e0e4b79c5d6843f4fde,070a0dbb24490c2eac274d5e2b8ba9bf,1.20144E+11,28.561216,-81.56797,Winter Garden,FL,34787,suburban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,30,352.26,414.42,20,f,f,5/10/2014
dec243a1a364442519999ea26ca7e1fe,8d119580da0d8a6ae0013245a1f4f8d0,1999e4844c7a3bc66dc7fa2296c0d55e,5.30792E+11,47.741293,-122.336839,Shoreline,WA,98133,suburban,Shoreline School District 412,King,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Health & Life Science,Math & Science,Supplies,high poverty,Grades PreK-2,30,249.39,293.4,10,f,f,5/10/2014
757da9fb84f8036f26e1dd25a3756c81,b587fb49ab227bb0457985346f36e58f,0fe72760dd91edb7e74914e24648ec96,62805004241,37.800026,-122.23761,Oakland,CA,94610,urban,Oakland Unified School Dist,Alameda,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30,335.53,394.74,32,f,f,5/10/2014
f228af3e80d1ab5a1dec797ba3e40e8b,bac4601e62c47c25effa180fb7e1ecc5,585f43362ba0f91b2773931ac5384d7a,4.02025E+11,35.341143,-97.504924,Moore,OK,73160,suburban,Moore School District I-2,Cleveland,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Other,highest poverty,Grades PreK-2,30,454.03,534.15,22,f,f,5/10/2014
1ea0780fb216ebf1b78df40dbc1fd93f,7ba59e972a594fc5999506a2520542d1,f1a22b95322a4c1af9b70cf79bfbe182,1.30228E+11,33.976036,-84.34285,Sandy Springs,GA,30350,urban,Fulton Co School District,Fulton,t,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,30,535.78,630.33,23,f,f,5/10/2014
32001bad45be6c9e7860280ff0b38c69,2985dc24700bbcf7d871bc1b3f69ae23,db0cc298f372b37dc0202a9b01d842e4,3.60008E+11,40.729717,-73.983969,New York,NY,10003,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 3-5,30,181.89,213.99,30,f,f,5/10/2014
